emp_no,first_name,last_name,title,from_date,salary,count
466076,Shahaf,Vitiello,Senior Engineer,1994-05-20,42834,15600
23757,Yaghout,Ozery,Senior Staff,1994-05-19,47056,14736
49300,Xumin,Winter,Technique Leader,1994-05-19,64165,2014
447346,Zine,Conta,Senior Staff,1994-05-19,75158,14736
91187,Shigehito,Falby,Senior Staff,1994-05-19,86475,14736
24939,Shuho,Angot,Senior Engineer,1994-05-19,43476,15600
459021,Teruyuki,Menhardt,Senior Staff,1994-05-19,99559,14736
256057,Shem,Khamsi,Senior Staff,1994-05-19,66862,14736
16274,Sadun,Navazio,Senior Staff,1994-05-19,65521,14736
12726,Fumitake,Panwar,Senior Engineer,1994-05-19,61177,15600
287181,Mariusz,Schade,Senior Staff,1994-05-19,63653,14736
430570,Adit,Papadias,Senior Staff,1994-05-19,40000,14736
34482,Jouko,Lortz,Senior Staff,1994-05-19,94971,14736
420742,Elvis,Schwartzburd,Senior Engineer,1994-05-19,63305,15600
468354,Nishit,Kolvik,Senior Staff,1994-05-19,43890,14736
61211,Lakshmi,Muntz,Senior Engineer,1994-05-18,40000,15600
42375,Neven,Bierman,Senior Staff,1994-05-18,66909,14736
443320,Kenton,Bugrara,Senior Staff,1994-05-18,70562,14736
479492,Kellie,Beutelspacher,Senior Staff,1994-05-18,58159,14736
231414,Qingxiang,Camarinopoulos,Technique Leader,1994-05-18,42475,2014
453474,Kristian,Boyle,Staff,1994-05-18,45250,14924
52475,Augustine,Khamsi,Engineer,1994-05-18,48960,16111
207864,Mingzeng,Steinauer,Senior Staff,1994-05-18,40000,14736
257845,Uriel,Stafford,Senior Engineer,1994-05-18,50502,15600
50285,Utz,Bernardeschi,Senior Staff,1994-05-18,81384,14736
401085,Weiye,Brobst,Senior Engineer,1994-05-18,67158,15600
224027,Val,Unni,Senior Engineer,1994-05-17,52541,15600
250158,Arie,Ritzmann,Senior Engineer,1994-05-17,51935,15600
235884,Berry,Ishibashi,Senior Engineer,1994-05-17,44759,15600
62428,Guadalupe,Lortz,Senior Engineer,1994-05-17,60825,15600
275478,Hsiangchu,Ranai,Assistant Engineer,1994-05-17,40000,2037
47690,Khue,Mayerwieser,Senior Staff,1994-05-17,40000,14736
477144,Augustine,Pramanik,Senior Staff,1994-05-17,72952,14736
248144,Georgi,Conti,Senior Engineer,1994-05-17,57176,15600
470762,Ebbe,Cooke,Senior Engineer,1994-05-17,51596,15600
421792,Bernt,Maliniak,Senior Staff,1994-05-17,40000,14736
205656,Hauke,Cairo,Senior Staff,1994-05-17,40000,14736
70785,Jiakeng,Swan,Senior Engineer,1994-05-16,66286,15600
94603,Fox,Kuszyk,Senior Engineer,1994-05-16,46637,15600
255929,Feixiong,Bisiani,Staff,1994-05-16,60838,14924
466440,Gill,Morton,Senior Staff,1994-05-16,40000,14736
239303,Arne,Rathonyi,Senior Engineer,1994-05-16,56023,15600
98430,Fay,Langford,Senior Engineer,1994-05-16,61482,15600
464300,Tonia,Gischer,Senior Engineer,1994-05-16,40049,15600
450125,Zongyan,Kossowski,Senior Staff,1994-05-16,42134,14736
461807,Shan,Rossi,Senior Engineer,1994-05-16,44331,15600
18542,Tiina,Anido,Senior Engineer,1994-05-16,48606,15600
56581,Zhenbing,Cappello,Senior Staff,1994-05-16,84306,14736
247170,Wonhee,Lanteri,Senior Staff,1994-05-15,40000,14736
485436,Boguslaw,Ginesta,Senior Staff,1994-05-15,63692,14736
95883,Eirik,Koshiba,Senior Staff,1994-05-15,60942,14736
214208,Ramachenga,Iacovou,Senior Staff,1994-05-15,40000,14736
449887,Elzbieta,Lorcy,Senior Engineer,1994-05-15,66846,15600
64526,Masoud,Uehara,Staff,1994-05-15,68260,14924
417914,Brendon,Luck,Senior Staff,1994-05-15,40000,14736
475054,Dipankar,Buescher,Senior Engineer,1994-05-15,59913,15600
208686,Gadiel,Farrag,Senior Staff,1994-05-15,61183,14736
107134,Oscar,Rosti,Senior Engineer,1994-05-14,40000,15600
451870,Parviz,Improta,Senior Staff,1994-05-14,73887,14736
41184,Nikolaus,Ranze,Senior Engineer,1994-05-14,55776,15600
471432,Leszek,Vrecion,Senior Staff,1994-05-14,44299,14736
456440,Kersti,Stassinopoulos,Senior Engineer,1994-05-14,40000,15600
72497,Kwangjo,McAlpine,Senior Engineer,1994-05-14,40000,15600
412547,Ulises,Facello,Senior Engineer,1994-05-14,81594,15600
437468,Urs,Gargeya,Engineer,1994-05-14,66894,16111
108325,Sudharsan,Puppo,Senior Engineer,1994-05-14,47639,15600
441371,Vidya,Leppanen,Senior Staff,1994-05-14,88673,14736
97643,Sigeru,Nannarelli,Senior Engineer,1994-05-13,55745,15600
41463,Trygve,McClurg,Senior Staff,1994-05-13,71083,14736
265948,Weiru,Budinsky,Staff,1994-05-13,71092,14924
52727,Steve,Facello,Senior Staff,1994-05-13,49070,14736
229701,Xinglin,Nollmann,Senior Engineer,1994-05-13,45356,15600
485946,Pranay,Munch,Senior Staff,1994-05-13,70226,14736
432683,Gina,Nishimukai,Engineer,1994-05-13,40000,16111
410106,Ger,Mungall,Senior Staff,1994-05-13,52672,14736
436344,Manibrata,Anily,Senior Staff,1994-05-13,54917,14736
223491,Diederik,Snyers,Senior Engineer,1994-05-13,40000,15600
259850,Masaru,Chiodo,Engineer,1994-05-13,42329,16111
483251,Bedir,Maquelin,Senior Engineer,1994-05-12,40000,15600
463431,Lalit,Samarati,Senior Staff,1994-05-12,48596,14736
37075,Kwangjo,Zockler,Senior Engineer,1994-05-12,41657,15600
106837,Elvia,Nitto,Senior Staff,1994-05-12,72614,14736
10969,Premal,Noriega,Senior Engineer,1994-05-12,40000,15600
52001,Irene,Varman,Senior Engineer,1994-05-12,40000,15600
432931,Martial,McAffer,Senior Staff,1994-05-12,50898,14736
402394,Jeanne,Kossowski,Senior Staff,1994-05-12,40000,14736
409620,Pascal,Auyong,Senior Staff,1994-05-12,43575,14736
73466,Tzu,Guerreiro,Senior Engineer,1994-05-12,46274,15600
206053,Tsuneo,Alblas,Senior Staff,1994-05-12,74187,14736
234031,Xudong,Hitomi,Senior Staff,1994-05-11,70814,14736
92359,Berto,Hanratty,Senior Staff,1994-05-11,69112,14736
272685,Emdad,Trachtenberg,Senior Staff,1994-05-11,97175,14736
472985,Khun,Lieblein,Senior Engineer,1994-05-11,43142,15600
19027,Ferdinand,Nanard,Senior Engineer,1994-05-11,46182,15600
274066,Navin,Aloisi,Senior Staff,1994-05-11,65483,14736
27905,Monique,Barinka,Engineer,1994-05-11,40000,16111
236259,Baruch,Mondadori,Senior Staff,1994-05-11,79189,14736
85641,Breannda,Buescher,Senior Staff,1994-05-10,87504,14736
411848,Kenroku,Cunliffe,Senior Staff,1994-05-10,46001,14736
260260,Sachin,Sidhu,Engineer,1994-05-10,69031,16111
99369,Marke,Krohn,Senior Staff,1994-05-10,53308,14736
499580,Karsten,Perri,Senior Engineer,1994-05-10,57132,15600
297542,Vatsa,Rodite,Senior Staff,1994-05-10,42231,14736
203268,Uno,Poujol,Senior Staff,1994-05-10,77285,14736
85111,Sastry,Kavraki,Senior Staff,1994-05-10,92172,14736
460987,Visit,Smeets,Senior Staff,1994-05-09,67434,14736
267132,Subir,Gire,Engineer,1994-05-09,53289,16111
442964,Zvonko,Georgatos,Senior Engineer,1994-05-09,43840,15600
458297,Youssef,Ranst,Senior Staff,1994-05-09,40000,14736
44454,Toshimo,Besancenot,Senior Staff,1994-05-09,79113,14736
223559,Claude,Bresenham,Senior Staff,1994-05-09,46132,14736
298916,Dante,Waschkowski,Senior Engineer,1994-05-09,41933,15600
224356,Giri,Tischendorf,Senior Staff,1994-05-09,58048,14736
61006,Garnik,Schonegge,Senior Engineer,1994-05-09,56458,15600
211897,Perry,Lalonde,Senior Engineer,1994-05-09,55016,15600
45251,Billur,Brandsma,Senior Staff,1994-05-08,80647,14736
446888,Ishfaq,Iisaku,Senior Staff,1994-05-08,53533,14736
89201,Kolar,Limongiello,Engineer,1994-05-08,40000,16111
269625,Martien,Fairtlough,Senior Engineer,1994-05-08,40000,15600
212178,Alagu,Lodder,Senior Staff,1994-05-08,60800,14736
497905,Isaac,Leaver,Engineer,1994-05-08,40000,16111
409726,Kyoichi,Makrucki,Senior Engineer,1994-05-08,40000,15600
51646,Maren,Hellwagner,Senior Engineer,1994-05-08,40000,15600
55273,Chiranjit,Zockler,Senior Staff,1994-05-08,75143,14736
463936,Giri,Schlenzig,Senior Staff,1994-05-08,76945,14736
450147,Yongdong,Farris,Senior Staff,1994-05-08,40000,14736
106132,Yinlin,Schapiro,Senior Engineer,1994-05-08,45501,15600
243636,Tamiya,Sudkamp,Senior Engineer,1994-05-08,40000,15600
467103,Yuuichi,Chiola,Senior Staff,1994-05-08,40000,14736
250875,Taizo,Zschoche,Engineer,1994-05-07,40000,16111
454248,Wuxu,Gornas,Senior Staff,1994-05-07,54128,14736
255059,Tse,Kawashima,Engineer,1994-05-07,40000,16111
496935,Shooichi,Kuzuoka,Senior Engineer,1994-05-07,47244,15600
438917,Xiaoheng,Waleschkowski,Senior Staff,1994-05-07,40000,14736
255007,Vesna,Radhakrishnan,Senior Engineer,1994-05-07,40000,15600
263362,Temple,Sridhar,Engineer,1994-05-07,40000,16111
202119,Adib,Passino,Senior Staff,1994-05-07,57403,14736
221166,Jaana,Isaac,Senior Engineer,1994-05-07,69469,15600
60795,Mart,Huttel,Senior Staff,1994-05-07,59374,14736
474290,Fei,Zhiwei,Senior Staff,1994-05-07,46804,14736
261517,Caolyn,Orsini,Senior Staff,1994-05-07,40000,14736
277804,Chikara,Kolvik,Senior Engineer,1994-05-07,54741,15600
295208,Alassane,Mellouli,Senior Staff,1994-05-07,40000,14736
57342,Arnd,Krychniak,Technique Leader,1994-05-07,64880,2014
473605,Nectarios,Monarch,Senior Engineer,1994-05-07,57686,15600
262047,Aksel,Thibadeau,Senior Engineer,1994-05-07,67633,15600
287714,Sachem,Lammel,Technique Leader,1994-05-07,60439,2014
268661,Mohammad,Zaccaria,Senior Staff,1994-05-06,78913,14736
444274,Bokyung,Uludag,Senior Staff,1994-05-06,69819,14736
488726,Kousuke,Welham,Senior Staff,1994-05-06,53794,14736
438397,Masanao,Schaap,Senior Staff,1994-05-06,40000,14736
433293,Emran,Mansanne,Senior Engineer,1994-05-06,64774,15600
42223,Salvador,Vidal,Senior Engineer,1994-05-06,43758,15600
92263,Takahiro,Spataro,Senior Staff,1994-05-06,42132,14736
106447,Tadanori,Herber,Senior Staff,1994-05-06,49865,14736
65551,Zhenhua,Nittel,Senior Staff,1994-05-06,40000,14736
449141,Yuqun,Szmurlo,Senior Engineer,1994-05-06,40000,15600
90189,Tzu,Bernardeschi,Senior Engineer,1994-05-05,44109,15600
23533,Shimshon,Heemskerk,Senior Engineer,1994-05-05,51814,15600
281116,Kazuhira,Syrotiuk,Senior Engineer,1994-05-05,40518,15600
253445,Deniz,Maliniak,Senior Engineer,1994-05-05,40000,15600
203953,Lucian,Pokrovskii,Senior Staff,1994-05-05,72418,14736
452569,Perla,Oxman,Senior Staff,1994-05-05,48584,14736
277661,Hilari,Bednarek,Senior Engineer,1994-05-05,65535,15600
468650,Alexius,Huttel,Senior Engineer,1994-05-05,52093,15600
46392,Emdad,Zykh,Senior Staff,1994-05-05,60793,14736
16138,Leucio,Krzyzanowski,Senior Staff,1994-05-05,67593,14736
201306,Mani,Landherr,Senior Staff,1994-05-05,53219,14736
277095,Atilio,Kaelbling,Senior Engineer,1994-05-05,66742,15600
65669,Rafail,Muhlberg,Engineer,1994-05-05,51364,16111
432783,Ingmar,Morrow,Senior Engineer,1994-05-05,40000,15600
290454,Gadiel,Malinowski,Senior Staff,1994-05-04,40000,14736
279553,Elzbieta,Brlek,Senior Staff,1994-05-04,40038,14736
61593,Masaru,Cochrane,Senior Engineer,1994-05-04,40000,15600
276314,Evgueni,Demke,Senior Engineer,1994-05-04,66611,15600
232681,Florina,Heering,Staff,1994-05-04,47752,14924
458963,Mayuri,Krider,Engineer,1994-05-04,40000,16111
451635,Bangqing,Pehl,Staff,1994-05-04,40000,14924
215499,Boriana,Cherinka,Senior Engineer,1994-05-04,44326,15600
446071,Rasiah,Danner,Senior Staff,1994-05-04,68423,14736
446802,Parviz,Rosis,Senior Engineer,1994-05-04,45449,15600
214876,Shuho,Domenig,Senior Staff,1994-05-04,40000,14736
59602,Toshimo,Stamatiou,Senior Engineer,1994-05-04,40000,15600
216703,Visit,Zolotykh,Senior Engineer,1994-05-04,61810,15600
478812,Xudong,Irland,Senior Engineer,1994-05-04,43668,15600
30372,Xiadong,Maccarone,Staff,1994-05-04,41315,14924
230348,Yongmao,Awdeh,Senior Staff,1994-05-04,46678,14736
499304,Serap,Luga,Senior Staff,1994-05-03,57427,14736
78979,Gurbir,Wolniewicz,Senior Engineer,1994-05-03,40000,15600
71644,Bogdan,Azuma,Senior Staff,1994-05-03,40000,14736
227465,Bartek,Ducloy,Senior Staff,1994-05-03,55596,14736
33008,Keiichiro,Birnbaum,Senior Staff,1994-05-03,96870,14736
105662,Jinpo,Hoogerwoord,Senior Staff,1994-05-03,45070,14736
282568,Gian,Zschoche,Senior Engineer,1994-05-03,40000,15600
410706,Dhritiman,Dymetman,Senior Engineer,1994-05-03,50258,15600
77601,Frederique,Toyoshima,Senior Staff,1994-05-03,47218,14736
469439,Manibrata,Erva,Staff,1994-05-03,64244,14924
217756,Mahmut,Kobara,Senior Engineer,1994-05-03,55169,15600
51081,Masadi,Blokdijk,Senior Staff,1994-05-03,59698,14736
278479,Goa,Simmen,Engineer,1994-05-02,40000,16111
451257,Foong,Muniz,Assistant Engineer,1994-05-02,54215,2037
240146,Joydip,Orlowski,Senior Engineer,1994-05-02,40000,15600
216423,Boaz,Lorcy,Senior Engineer,1994-05-02,40000,15600
244094,Giordano,Ponthieu,Senior Staff,1994-05-02,44544,14736
42202,Hyuckchul,Ginesta,Senior Engineer,1994-05-02,69151,15600
84600,Sham,Chachaty,Senior Engineer,1994-05-02,43022,15600
95393,Udaiprakash,Magliocco,Engineer,1994-05-02,40000,16111
216734,Yakkov,Swist,Senior Engineer,1994-05-02,40000,15600
458571,Siamak,Gargeya,Senior Staff,1994-05-01,54568,14736
286503,Sigeru,Kaelbling,Senior Staff,1994-05-01,40000,14736
248012,Shirish,Menhoudj,Senior Engineer,1994-05-01,40000,15600
25302,Susanna,Minakawa,Technique Leader,1994-05-01,40162,2014
232727,Sastry,Jonsson,Senior Engineer,1994-05-01,64543,15600
475016,Takahira,Douceur,Senior Engineer,1994-05-01,40584,15600
499003,Yinghua,Markovitch,Technique Leader,1994-05-01,62995,2014
294193,Subhankar,Pettey,Senior Staff,1994-05-01,84277,14736
298844,Vojin,Morrin,Senior Engineer,1994-05-01,40000,15600
481983,Odysseas,Servieres,Senior Engineer,1994-05-01,40422,15600
297515,Florina,Erni,Senior Engineer,1994-05-01,65817,15600
79041,Pranav,Barvinok,Staff,1994-05-01,42636,14924
96324,Alejandro,Bharadwaj,Senior Engineer,1994-05-01,58158,15600
476456,Remko,Rodiger,Senior Staff,1994-05-01,79125,14736
243244,Sarita,Mitzlaff,Senior Engineer,1994-05-01,40000,15600
104130,Kazuhira,Rodiger,Senior Engineer,1994-05-01,40000,15600
28079,Rimon,Salvesen,Senior Engineer,1994-04-30,45156,15600
60695,Masanao,Papadias,Senior Staff,1994-04-30,40000,14736
234566,Moti,Assaf,Senior Engineer,1994-04-30,40000,15600
35830,Magy,McFarlan,Senior Engineer,1994-04-30,40000,15600
417450,Aimee,Shinomoto,Senior Staff,1994-04-30,40000,14736
248374,Dipankar,Speckmann,Senior Engineer,1994-04-30,51583,15600
421608,Poorav,Stifter,Senior Staff,1994-04-30,40000,14736
57508,Muneo,Rousseau,Senior Staff,1994-04-30,51043,14736
85633,Salvador,Snedden,Senior Staff,1994-04-30,64754,14736
40829,Jianhui,Mitzlaff,Senior Staff,1994-04-30,58904,14736
69216,Yagil,Bonifati,Senior Staff,1994-04-30,65353,14736
99823,Yoshinari,Chiodo,Senior Engineer,1994-04-30,40000,15600
18492,Turgut,Brickell,Staff,1994-04-29,66792,14924
225992,Sverrir,Zedlitz,Senior Staff,1994-04-29,58236,14736
256324,Uri,Linnainmaa,Engineer,1994-04-29,43002,16111
451799,Aiman,Anick,Senior Engineer,1994-04-29,52888,15600
214350,Sanjit,McAffer,Senior Engineer,1994-04-29,50618,15600
280541,Holgard,Rotem,Senior Staff,1994-04-29,51987,14736
43939,Rafael,Reutenauer,Engineer,1994-04-29,40000,16111
402115,Izaskun,Rijckaert,Senior Staff,1994-04-29,74000,14736
297656,Boaz,Tchuente,Senior Staff,1994-04-29,61464,14736
497092,Bodo,Linares,Senior Engineer,1994-04-29,40000,15600
21639,Caolyn,Domenig,Senior Engineer,1994-04-29,44814,15600
297980,Danai,Angiulli,Senior Engineer,1994-04-29,40000,15600
472939,Naraig,Dalton,Senior Staff,1994-04-29,71145,14736
428080,Moon,Nilsson,Senior Staff,1994-04-28,68194,14736
100634,Halsur,Yurek,Senior Engineer,1994-04-28,43597,15600
59797,Muzhong,Baba,Engineer,1994-04-28,46652,16111
90914,Danel,Mandell,Senior Engineer,1994-04-28,47610,15600
85956,Premsyl,Syrotiuk,Engineer,1994-04-28,70211,16111
244209,Limsoon,Fiutem,Senior Engineer,1994-04-28,47410,15600
76727,Valeri,Dusink,Senior Engineer,1994-04-28,56046,15600
407499,Suebskul,Schapire,Senior Engineer,1994-04-28,52185,15600
214445,Shaw,Decleir,Engineer,1994-04-28,40000,16111
217560,Xianlong,Farrag,Engineer,1994-04-28,40000,16111
298224,Val,Schmiedel,Staff,1994-04-27,75525,14924
86639,Aamer,Yavatkar,Senior Engineer,1994-04-27,43471,15600
428978,Alair,Staudhammer,Staff,1994-04-27,40000,14924
253917,Sachin,Gaughan,Senior Engineer,1994-04-27,41199,15600
65600,Jinxi,Mahmud,Staff,1994-04-27,68397,14924
453448,Nahum,Coorg,Senior Staff,1994-04-27,51914,14736
287015,Katsuo,Unno,Senior Engineer,1994-04-27,40000,15600
475707,Randy,Kaltofen,Senior Engineer,1994-04-27,41645,15600
297968,Bedrich,Schauser,Senior Engineer,1994-04-27,40000,15600
427138,Bernd,Vidya,Senior Staff,1994-04-26,67909,14736
449220,Hyuckchul,Rohrbach,Senior Engineer,1994-04-26,82314,15600
226601,Faiza,Strehl,Senior Engineer,1994-04-26,57186,15600
466082,Alejandra,Sooriamurthi,Senior Staff,1994-04-26,44033,14736
492771,Odoardo,Aamodt,Senior Engineer,1994-04-26,60093,15600
42268,Claude,Danner,Senior Engineer,1994-04-26,46187,15600
287986,Conrado,Fortenbacher,Senior Engineer,1994-04-26,40000,15600
15600,Mack,Perna,Senior Engineer,1994-04-26,40000,15600
43820,Keung,Botman,Staff,1994-04-26,40000,14924
200768,Minghong,Schmittgen,Senior Staff,1994-04-26,64946,14736
103255,Felicidad,Chinal,Senior Engineer,1994-04-26,65925,15600
452666,Danai,Percebois,Senior Staff,1994-04-26,50070,14736
496265,Aran,Emden,Senior Staff,1994-04-26,58861,14736
424090,Inderjeet,Holburn,Staff,1994-04-26,49218,14924
266774,Weiwu,Vingron,Senior Engineer,1994-04-26,40000,15600
208473,Toshimitsu,Msuda,Senior Engineer,1994-04-26,67354,15600
70105,Van,Hardjono,Senior Engineer,1994-04-26,40000,15600
16799,Shigeichiro,Bamford,Senior Engineer,1994-04-26,54405,15600
271545,Temple,Negoita,Senior Staff,1994-04-26,79212,14736
250026,Sigeru,Cooke,Senior Engineer,1994-04-26,40789,15600
260541,Ute,Scharstein,Senior Staff,1994-04-26,75064,14736
200985,Shichao,Gecseg,Senior Staff,1994-04-26,76045,14736
16719,Sasan,Benantar,Senior Staff,1994-04-25,40000,14736
26999,Snehasis,Worfolk,Senior Engineer,1994-04-25,40000,15600
410098,Duke,Baek,Staff,1994-04-25,40000,14924
261385,Roddy,Angel,Senior Engineer,1994-04-25,57141,15600
440956,Herbert,Wossner,Staff,1994-04-25,41359,14924
456553,Aram,Gulla,Senior Staff,1994-04-25,61704,14736
27511,Jiann,Perelgut,Senior Engineer,1994-04-25,56672,15600
420478,Jaihie,Kranzdorf,Senior Engineer,1994-04-25,42453,15600
466531,Sachar,Rindone,Assistant Engineer,1994-04-25,40000,2037
276541,Pranav,Krohm,Senior Engineer,1994-04-24,40000,15600
217070,Aksel,Gargeya,Senior Staff,1994-04-24,58281,14736
427140,Jaideep,Jeong,Senior Staff,1994-04-24,40000,14736
49753,Barton,Domenig,Senior Engineer,1994-04-24,57745,15600
36859,Lalit,Delgrande,Senior Engineer,1994-04-24,40000,15600
256163,Lakshmi,Mamelak,Senior Staff,1994-04-24,40000,14736
280949,Make,Setiz,Senior Engineer,1994-04-24,59700,15600
69359,Prasadram,Zhang,Staff,1994-04-24,65599,14924
225170,Kersti,Waschkowski,Senior Engineer,1994-04-24,64474,15600
32180,Abdelaziz,Hofman,Senior Staff,1994-04-24,58455,14736
215233,Constantijn,Schiettecatte,Senior Staff,1994-04-24,40000,14736
31702,Florian,Isard,Senior Staff,1994-04-24,59652,14736
480683,Jayesh,Wixon,Senior Staff,1994-04-24,49947,14736
36131,Theron,Badache,Senior Engineer,1994-04-24,46336,15600
47999,Weidon,Leslie,Engineer,1994-04-23,40000,16111
440704,Shigehiro,Bernatsky,Senior Staff,1994-04-23,40000,14736
243314,Zhanqiu,Bojadziev,Senior Engineer,1994-04-23,43228,15600
283337,True,Bernatsky,Senior Engineer,1994-04-23,62713,15600
277566,Jinya,Kumaresan,Senior Staff,1994-04-23,41741,14736
286319,Baziley,Quaggetto,Assistant Engineer,1994-04-23,43514,2037
268492,Marie,Flowers,Technique Leader,1994-04-23,43829,2014
247458,Minghong,Monkewich,Staff,1994-04-23,40000,14924
98495,Duke,Showalter,Senior Staff,1994-04-23,44909,14736
49279,Jovan,Docker,Senior Staff,1994-04-23,40000,14736
485369,Hyuckchul,Schonegge,Senior Staff,1994-04-23,76410,14736
299111,Anoosh,Highland,Senior Engineer,1994-04-23,40000,15600
265237,Jiafu,Kavraki,Senior Engineer,1994-04-22,40000,15600
239608,Quingbo,Cardazo,Assistant Engineer,1994-04-22,44885,2037
241486,Aron,Gihr,Assistant Engineer,1994-04-22,60654,2037
469894,Fumiyo,Pargas,Senior Engineer,1994-04-22,90459,15600
45537,Ottavia,Wissmann,Senior Engineer,1994-04-22,49858,15600
34947,Mario,Perfilyeva,Senior Staff,1994-04-22,85470,14736
31423,Otilia,Ranta,Senior Engineer,1994-04-22,40000,15600
283813,Arnould,Kornyak,Senior Staff,1994-04-22,40000,14736
19723,Xuejun,Magalhaes,Senior Staff,1994-04-22,54056,14736
206530,Xuedong,Roison,Senior Staff,1994-04-21,40819,14736
67526,Shay,Roisin,Senior Engineer,1994-04-21,44569,15600
94270,Serge,Heuser,Senior Staff,1994-04-21,47324,14736
479397,Toshimitsu,Huhdanpaa,Technique Leader,1994-04-21,40000,2014
103178,Tetsurou,Argence,Senior Engineer,1994-04-21,60955,15600
456562,Sanjai,Brodie,Senior Staff,1994-04-21,40000,14736
44891,Cheong,Zaumen,Senior Engineer,1994-04-21,51220,15600
477485,Kwangjo,Schnelling,Senior Engineer,1994-04-21,69886,15600
235377,Guther,Kusalik,Senior Staff,1994-04-21,83863,14736
457853,Adib,Morrey,Senior Engineer,1994-04-21,45544,15600
275389,Hitofumi,Seiwald,Staff,1994-04-21,40000,14924
246383,Mart,Radivojevic,Senior Staff,1994-04-21,40000,14736
433925,Hausi,Varley,Senior Engineer,1994-04-21,56115,15600
483660,Chinho,Kaiserswerth,Senior Engineer,1994-04-21,62458,15600
225860,Mart,Syang,Senior Staff,1994-04-20,40000,14736
488018,Adamantios,Zweizig,Senior Staff,1994-04-20,75933,14736
41157,Jeanne,Valiente,Engineer,1994-04-20,40000,16111
217888,Parke,Speer,Senior Staff,1994-04-20,52292,14736
26747,Macha,McDermid,Technique Leader,1994-04-20,40699,2014
75695,Patricia,Speek,Senior Engineer,1994-04-20,40000,15600
14993,Sanjay,Koblitz,Senior Engineer,1994-04-20,45407,15600
